model	price(₽)	old_price(₽)	rating	rating_count	company	color	release_date	country	weight(g)	diagonal(inches)	display	refresh_rate(Hz)	memory(Gb)	ram(Gb)	battery(mAh)	processor	front_camera(Mpix)	main_camera
Смартфон TECNO Spark 20 Pro 8/256GB Золотистый RU	16 999	19 999	5.0	1	TECNO	Золотистый	Декабрь 2023 г.	Китай	206 г	6.8 ''	IPS	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.00 ГГц	32 Mpix	Три модуля (108 + 2 + 0.08 Mpix)
Смартфон TECNO Spark 20 8/128GB Синий RU	12 499	13 999	3.0	1	TECNO	Синий	Декабрь 2023 г.	Китай	190 г	6.56 ''	IPS	90 Гц	128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	32 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон HUAWEI nova 10 SE 256GB Зеленый EAC	17 999		4.8	8	HUAWEI	Зеленый	Январь 2024 г.	Китай	184 г	6.67 ''	OLED		256 ГБ	8 ГБ	4500	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон Xiaomi 14 Ultra 512GB Black RU	134 999	149 999	5.0	1	Xiaomi	Черный	Март 2024 г.	Китай	227 г	6.73 ''	AMOLED	120 Гц	512 ГБ	16 ГБ	5000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.20 ГГц	32 Mpix	Четыре модуля (50 + 50 + 50 + 50 Mpix)
Смартфон Xiaomi Redmi A3 4/128GB Midnight Black RU	8 999		5.0	1	Xiaomi	Черный	Февраль 2024 г.	Китай	199 г	6.71 ''	IPS		128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G36 2.20 ГГц	5 Mpix	8 Mpix
Смартфон Samsung Galaxy S24 Ultra 12/1TB Черный Титан EAC	159 999		5.0	3	Samsung	Черный	Январь 2024 г.		168 г	6.8 ''	Dynamic AMOLED 2X	120 Гц	1 TБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	12 Mpix	Четыре модуля (200 + 50 + 12 + 10 Mpix)
Смартфон HONOR X7b 8/128GB Черный EAC	15 999	17 999	4.9	20	HONOR	Черный	Июнь 2024 г.	Китай	199 г	6.8 ''	TFT LCD	90 Гц	128 ГБ	8 ГБ	6000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	8 Mpix	Три модуля (108 + 5 + 2 Mpix)
Смартфон Infinix Smart 7 Plus 3/64GB Зеленый RU	6 999				Infinix	Зеленый	Июль 2023 г.	Китай	207 г	6.6 ''	IPS	60 Гц	64 ГБ	3 ГБ	6000	8-ядерный Unisoc Spreadtrum SC9863A 2.00 ГГц	8 Mpix	Два модуля (13 + 0.08 Mpix)
Смартфон Samsung Galaxy S23 Ultra 12/256GB Черный EAC	95 499				Samsung	Черный	Февраль 2023 г.	Вьетнам	234 г	6.8 ''	Dynamic AMOLED 2X		256 ГБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 8 Gen 2 2.80 ГГц	12 Mpix	Четыре модуля (200 + 12 + 10 + 10 Mpix)
Смартфон HONOR X7a 128GB Мерцающий серебристый EAC	9 499		5.0	2	HONOR	Серебристый	Март 2023 г.	Китай	196 г	6.74 ''	LCD		128 ГБ	4 ГБ	5330	8-ядерный MediaTek 6765H 2.30 ГГц	8 Mpix	Четыре модуля (50 + 5 + 2 + 2 Mpix)
Смартфон Samsung Galaxy A55 8/128GB Голубой EAC	37 999	41 999	4.5	2	Samsung	Голубой	Март 2024 г.		213 г	6.6 ''	Super AMOLED	120 Гц	128 ГБ	8 ГБ	5000	8-ядерный Samsung Exynos 1480 2.40 ГГц	32 Mpix	Три модуля (50 + 12 + 5 Mpix)
Смартфон Samsung Galaxy Z Flip6 256GB Серый EAC	119 999				Samsung	Серый	Июль 2024 г.	Вьетнам	187 г	6.7 ''	Dynamic AMOLED 2X		256 ГБ	12 ГБ	4000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.39 ГГц	10 Mpix	Два модуля (50 + 12 Mpix)
Смартфон Infinix HOT 40i 8/256 Черный RU	12 999	15 999	3.5	2	Infinix	Черный	Февраль 2024 г.	Китай	190 г	6.56 ''	IPS	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный Unisoc Tiger T606 1.60 ГГц	32 Mpix	Два модуля (50 + 0.20 Mpix)
Смартфон TECNO Camon 30S Pro 8/256GB, Interstellar Grey	25 999	27 999			TECNO	Темно-серый	Октябрь 2024 г.	Китай	181.5 г	6.78 ''	Full HD Plus AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Mediatek Helio G100 2.20 ГГц	50 Mpix	50 Mpix
Смартфон Itel A70 4/256GB Gold RU	8 499		5.0	1	Itel	Золотистый	Февраль 2024 г.	Китай	195 г	6.6 ''	IPS		256 ГБ	4 ГБ	5000	8-ядерный Unisoc T603 1.60 ГГц	8 Mpix	Два модуля (13 + 0.08 Mpix)
Смартфон Samsung Galaxy A14 64GB Черный RU	12 199				Samsung	Черный	Март 2023 г.		201 г	6.6 ''	PLS TFT LCD		64 ГБ	4 ГБ	5000	8-ядерный Exynos 850 2.00 ГГц	13 Mpix	Четыре модуля (50 + 5 + 2 + 2 Mpix + 3D ToF)
Смартфон Xiaomi Redmi Note 12 4/128GB Ice Blue RU	11 999	19 990	3.3	3	Xiaomi	Синий	Март 2023 г.	Китай	186 г	6.67 ''	AMOLED	120 Гц	128 ГБ	4 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	13 Mpix	Три модуля (50 + 8 + 2 Mpix)
Смартфон TECNO Spark 10 Pro 256GB Белый RU	14 999	16 990	5.0	7	TECNO	Белый	Май 2023 г.	Китай	205 г	6.78 ''	IPS	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	32 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон TECNO Camon 30 8/256GB Черный RU	20 999	25 999			TECNO	Черный	Апрель 2024 г.	Китай	197.5 г	6.8 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 Ultimate 2.20 ГГц	50 Mpix	Два модуля (50 + 2 Mpix)
Смартфон TECNO Camon 19 Pro 128GB Эко-черный RU	13 999		5.0	12	TECNO	Черный	Июль 2022 г.	Китай	205 г	6.8 ''	Full HD+		128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G96 2.00 ГГц	32 Mpix	Три модуля (64 + 50 + 2 Mpix)
Смартфон HONOR 200 Lite 8/256GB Океанический голубой EAC	24 999	26 999			HONOR	Синий	Июнь 2024 г.	Китай	166 г	6.7 ''	AMOLED	90 Гц	256 ГБ	8 ГБ	4500	8-ядерный MediaTek Dimensity 6080 2.40 ГГц	50 Mpix	Три модуля (108 + 5 + 2 Mpix)
Смартфон HONOR X8b 8/256GB Зеленый EAC	22 999	25 999	5.0	23	HONOR	Зеленый	Июнь 2024 г.	Китай	166 г	6.7 ''	AMOLED		256 ГБ	8 ГБ	4500	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	50 Mpix	Три модуля (108 + 5 + 2 Mpix)
Смартфон realme 10 8/256GB Черный RU	12 499		5.0	1	realme	Черный	Октябрь 2022 г.	Китай	178.5 г	6.4 ''	AMOLED		256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	16 Mpix	Два модуля (50 + 2 Mpix)
Смартфон HUAWEI nova 10 SE 128GB Зеленый RU	13 999		4.8	8	HUAWEI	Зеленый	Март 2023 г.	Китай	184 г	6.67 ''	OLED		128 ГБ	8 ГБ	4500	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон TECNO Spark 20 Pro 8/256GB Белый RU	16 999	19 999	5.0	1	TECNO	Белый	Февраль 2024 г.	Китай	206 г	6.8 ''	IPS	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.00 ГГц	32 Mpix	Три модуля (108 + 2 + 0.08 Mpix)
Смартфон TECNO Camon 20 Pro 256GB Голубая фиалка RU	17 999	23 999	5.0	7	TECNO	Голубой	Июнь 2023 г.	Китай	185 г	6.7 ''	AMOLED		256 ГБ	8 ГБ	5000	8-ядерный MediaTek HELIO G99 2.20 ГГц	32 Mpix	Два модуля (64 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 Pro+ 5G 12GB/512GB Midnight Black RU	50 999	51 999			Xiaomi	Черный	Февраль 2024 г.	Китай	205 г	6.67 ''	AMOLED	120 Гц	512 ГБ	12 ГБ	5000	8-ядерный MediaTek Dimensity 7200 Ultra 2.80 ГГц	16 Mpix	Три модуля (200 + 8 + 2 Mpix)
Смартфон Samsung Galaxy Z Fold6 512GB Розовый EAC	199 999				Samsung	Розовый	Июль 2024 г.	Вьетнам	239 г	7.6 ''	Dynamic AMOLED 2X		512 ГБ	12 ГБ	4400	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.39 ГГц	10 Mpix	Три модуля (50 + 12 + 10 Mpix)
Смартфон TECNO Camon 30 8/256GB Sand Brown RU	20 999	25 999			TECNO		Апрель 2024 г.	Китай	197.5 г	6.8 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 Ultimate 2.20 ГГц	50 Mpix	Два модуля (50 + 2 Mpix)
Смартфон Samsung Galaxy A34 128GB Серебристый EAC	23 499		5.0	3	Samsung	Серебристый	Март 2023 г.		199 г	6.6 ''	Super AMOLED	120 Гц	128 ГБ	6 ГБ	5000	8-ядерный Samsung Dimensity 1080 2.60 ГГц	13 Mpix	Три модуля (48 + 8 + 5 Mpix)
Смартфон Google Pixel 8 Pro 12/128GB Beige EAC	114 999				Google	Бежевый	Январь 2024 г.	Китай	213 г	6.7 ''	OLED		128 ГБ	12 ГБ	5050	8-ядерный Google Tensor G3	10 Mpix	Три модуля (50 + 48 + 48 Mpix)
Смартфон TECNO Spark Go 1 4/128GB, Glittery White RU	9 999	10 999			TECNO	Белый	Октябрь 2024 г.	Китай	195 г	6.67 ''	IPS	120 Гц	128 ГБ	4 ГБ	5000	8-ядерный Unisoc T615 1.80 ГГц	8 Mpix	13 Mpix
Смартфон Infinix Note 30 8/256 Черный RU	15 999	23 999	5.0	3	Infinix	Черный	Июль 2023 г.	Китай	219 г	6.78 ''	IPS	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	16 Mpix	Три модуля (64 + 2 + 0.30 Mpix)
Смартфон Samsung Galaxy A55 8/256GB Темно-синий EAC	42 999	45 999	4.5	2	Samsung	Черный	Март 2024 г.		213 г	6.6 ''	Super AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный Samsung Exynos 1480 2.40 ГГц	32 Mpix	Три модуля (50 + 12 + 5 Mpix)
Смартфон Samsung Galaxy S24 Ultra 12/256GB Серый Титан EAC	116 999		5.0	3	Samsung	Серый	Январь 2024 г.		168 г	6.8 ''	Dynamic AMOLED 2X	120 Гц	256 ГБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	12 Mpix	Четыре модуля (200 + 50 + 12 + 10 Mpix)
Смартфон realme C55 128GB Перламутровый RU	11 999	16 999	5.0	54	realme	Серебристый	Апрель 2023 г.	Китай	189.5 г	6.72 ''	Full HD IPS		128 ГБ	6 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8 Mpix	Два модуля (64 + 2 Mpix)
Смартфон Samsung Galaxy S24 8/256GB Желтый EAC	82 999		5.0	3	Samsung	Желтый	Январь 2024 г.		168 г	6.2 ''	Dynamic AMOLED 2X	120 Гц	256 ГБ	8 ГБ	4000	8-ядерный Exynos 2400 3.30 ГГц	12 Mpix	Три модуля (50 + 12 + 10 Mpix)
Смартфон Infinix HOT 30i 4/64 Белый RU	8 499	8 999	3.8	6	Infinix	Белый	Июль 2023 г.	Китай	191 г	6.56 ''	IPS	90 Гц	64 ГБ	4 ГБ	5000	8-ядерный Unisoc T606 1.60 ГГц	8 Mpix	Два модуля (13 + 0.30 Mpix)
Смартфон HUAWEI nova Y91 128GB Сияющий черный EAC	14 999		5.0	1	HUAWEI	Черный	Февраль 2024 г.	Китай	214 г	6.95 ''	IPS		128 ГБ	8 ГБ	7000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	8 Mpix	Два модуля (50 + 2 Mpix)
Смартфон HONOR X9b 8/256GB Черный EAC	28 999	32 990	5.0	8	HONOR	Черный	Июнь 2024 г.	Китай	185 г	6.78 ''	AMOLED		256 ГБ	8 ГБ	5800	8-ядерный Qualcomm Snapdragon Qualcomm Snapdragon 6 Gen 1 Adreno A710 2.20 ГГц	16 Mpix	Три модуля (108 + 5 + 2 Mpix)
Смартфон HONOR X8a 128GB Титановый серебристый RU	16 999	24 999	5.0	5	HONOR	Серебристый	Февраль 2023 г.	Китай	179 г	6.7 ''	IPS		128 ГБ	6 ГБ	4500	8-ядерный MediaTek Helio G88 2.00 ГГц	16 Mpix	Три модуля (100 + 5 + 2 Mpix)
Смартфон Infinix HOT 40 Pro 8/256 Синий RU	16 999	19 999			Infinix	Синий	Февраль 2024 г.	Китай	202 г	6.78 ''	Full HD+	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	32 Mpix	Два модуля (108 + 2 Mpix)
Смартфон realme C35 128GB Зеленый RU	8 499		5.0	5	realme	Светло-зеленый	Июнь 2022 г.	Китай	189 г	6.6 ''	LCD		128 ГБ	4 ГБ	5000	8-ядерный Unisoc T616 2.00 ГГц	8 Mpix	Три модуля (50 + 2 + 0.30 Mpix)
Смартфон TECNO Pova 6 Pro 5G 12/256GB Зеленый RU	26 999	29 999	5.0	3	TECNO	Зеленый	Март 2024 г.	Китай	195 г	6.8 ''	Full HD Plus AMOLED	120 Гц	256 ГБ	12 ГБ	6000	8-ядерный MediaTek Dimensity 6080 5G 2.40 ГГц	32 Mpix	Три модуля (108 + 2 + 0.08 Mpix)
Смартфон TECNO Camon 20 Pro 5G 256GB Черный небосвод RU	24 999	29 999	5.0	5	TECNO	Черный	Июнь 2023 г.	Китай	194 г	6.7 ''	AMOLED		256 ГБ	8 ГБ	5000	8-ядерный MediaTek Dimensity 8050 3.00 ГГц	32 Mpix	Три модуля (64 + 2 + 2 Mpix)
Смартфон Google Pixel 8 Pro 12/128GB Blue EAC	114 999				Google	Синий	Январь 2024 г.	Китай	213 г	6.7 ''	OLED		128 ГБ	12 ГБ	5050	8-ядерный Google Tensor G3	10 Mpix	Три модуля (50 + 48 + 48 Mpix)
Смартфон Xiaomi Redmi Note 13 Pro 8GB/256GB Lavender Purple RU	29 999	34 999			Xiaomi	Фиолетовый	Февраль 2024 г.	Китай	187 г	6.67 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 Ultra 2.20 ГГц	16 Mpix	Три модуля (200 + 8 + 2 Mpix)
Смартфон TECNO Spark 10 4/128GB Белый RU	9 999	11 999	4.8	11	TECNO	Белый	Апрель 2023 г.	Китай	188 г	6.56 ''	IPS	90 Гц	128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G37 2.30 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Samsung Galaxy A05s 64GB Черный EAC	12 499				Samsung	Черный	Ноябрь 2023 г.	Китай	195 г	6.7 ''	PLS LCD	60 Гц	64 ГБ	4 ГБ	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	13 Mpix	Три модуля (50 + 2 + 2 Mpix + 3D ToF)
Смартфон HONOR X8a 128GB Небесно-голубой RU	16 999	24 999	5.0	5	HONOR	Голубой	Февраль 2023 г.	Китай	179 г	6.7 ''	IPS		128 ГБ	6 ГБ	4500	8-ядерный MediaTek Helio G88 2.00 ГГц	16 Mpix	Три модуля (100 + 5 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 Pro 12GB/512GB Forest Green RU	33 999	34 999			Xiaomi	Зеленый	Январь 2024 г.	Китай	187 г	6.67 ''	AMOLED	120 Гц	512 ГБ	12 ГБ	5000	8-ядерный MediaTek Helio G99 Ultra 2.20 ГГц	16 Mpix	Три модуля (200 + 8 + 2 Mpix)
Смартфон Samsung Galaxy S24 Ultra 12/256GB Черный Титан EAC	116 999		5.0	3	Samsung	Черный	Январь 2024 г.		168 г	6.8 ''	Dynamic AMOLED 2X	120 Гц	256 ГБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	12 Mpix	Четыре модуля (200 + 50 + 12 + 10 Mpix)
Смартфон Samsung Galaxy A34 128GB Серебристый RU	23 499		5.0	3	Samsung	Серебристый	Март 2023 г.		199 г	6.6 ''	Super AMOLED	120 Гц	128 ГБ	6 ГБ	5000	8-ядерный Samsung Dimensity 1080 2.60 ГГц	13 Mpix	Три модуля (48 + 8 + 5 Mpix)
Смартфон Samsung Galaxy A15 4/128GB Синий RU	14 999	15 999			Samsung	Синий	Январь 2024 г.		200 г	6.5 ''	AMOLED		128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G99 2.00 ГГц	13 Mpix	Три модуля (50 + 5 + 2 Mpix + 3D ToF)
Смартфон Infinix Note 40 8/256ГБ, золотой RU	20 999	26 999	4.0	1	Infinix	Золотистый	Апрель 2024 г.	Китай	192 г	6.78 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 Ultimate 2.20 ГГц	32 Mpix	Три модуля (108 + 2 + 0.30 Mpix)
Смартфон HUAWEI nova 12i 8/256GB Green EAC	17 999				HUAWEI	Зеленый	Май 2024 г.	Китай	199 г	6.7 ''	IPS	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	8 Mpix	Два модуля (108 + 2 Mpix)
Смартфон Samsung Galaxy Z Flip6 512GB Зеленый EAC	129 999				Samsung	Зеленый	Июль 2024 г.	Вьетнам	187 г	6.7 ''	Dynamic AMOLED 2X		512 ГБ	12 ГБ	4000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.39 ГГц	10 Mpix	Два модуля (50 + 12 Mpix)
Смартфон Samsung Galaxy S24+ 12/256GB Серый EAC	92 999		5.0	3	Samsung	Серый	Январь 2024 г.		197 г	6.7 ''	Dynamic AMOLED 2X	120 Гц	256 ГБ	12 ГБ	4900	10-ядерный Exynos 2400 3.30 ГГц	12 Mpix	Три модуля (50 + 12 + 10 Mpix)
Смартфон HONOR X8b 8/256GB Черный EAC	22 999	25 999	5.0	23	HONOR	Черный	Июнь 2024 г.	Китай	166 г	6.7 ''	AMOLED		256 ГБ	8 ГБ	4500	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	50 Mpix	Три модуля (108 + 5 + 2 Mpix)
Смартфон HONOR X9a 6/128GB Полночный черный RU	24 999		5.0	10	HONOR	Черный	Февраль 2023 г.	Китай	175 г	6.67 ''	OLED		128 ГБ	6 ГБ	5100	8-ядерный Qualcomm Snapdragon 695 2.20 ГГц	16 Mpix	Три модуля (64 + 5 + 2 Mpix)
Смартфон realme C55 128GB Зеленый RU	11 999	16 999	5.0	54	realme	Зеленый	Апрель 2023 г.	Китай	189.5 г	6.72 ''	Full HD IPS		128 ГБ	6 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8 Mpix	Два модуля (64 + 2 Mpix)
Смартфон TECNO Camon 20 Pro 5G 256GB Голубая фиалка RU	24 999	29 999	5.0	5	TECNO	Голубой	Июнь 2023 г.	Китай	194 г	6.7 ''	AMOLED		256 ГБ	8 ГБ	5000	8-ядерный MediaTek Dimensity 8050 3.00 ГГц	32 Mpix	Три модуля (64 + 2 + 2 Mpix)
Смартфон TECNO Spark 10C 4/128GB Синий RU	9 499	10 999	5.0	3	TECNO	Синий	Апрель 2023 г.	Китай	192 г	6.56 ''	IPS	90 Гц	128 ГБ	4 ГБ	5000	8-ядерный Unisoc T606 1.60 ГГц	8 Mpix	Два модуля (16 + 0.08 Mpix)
Смартфон TECNO Spark 20 Pro+ 8/256GB Белый RU	20 999	23 999	5.0	1	TECNO	Белый	Январь 2024 г.	Китай	206 г	6.8 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 Ultimate 2.00 ГГц	32 Mpix	Три модуля (108 + 2 + 0.08 Mpix)
Смартфон realme 9 8/128GB Золотой RU	18 999	30 999	5.0	15	realme	Золотистый	Июнь 2022 г.	Китай	178 г	6.4 ''	Super AMOLED		128 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон Samsung Galaxy A35 8/128GB Темно-синий EAC	29 999	34 999	5.0	1	Samsung	Черный	Март 2024 г.		209 г	6.6 ''	Super AMOLED	120 Гц	128 ГБ	8 ГБ	5000	8-ядерный Samsung Exynos 1380 2.40 ГГц	13 Mpix	Три модуля (50 + 8 + 5 Mpix)
Смартфон TECNO Spark 20C 8/128GB Зеленый RU	10 999	12 990	5.0	2	TECNO	Зеленый	Декабрь 2023 г.	Китай	189 г	6.56 ''	IPS	90 Гц	128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G36 2.20 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон HONOR X8b 8/128GB Серебристый EAC	19 999	22 999	5.0	23	HONOR	Серебристый	Июнь 2024 г.	Китай	166 г	6.7 ''	AMOLED		128 ГБ	8 ГБ	4500	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	50 Mpix	Три модуля (108 + 5 + 2 Mpix)
Смартфон realme 10 8/256GB Белый RU	12 499		5.0	1	realme	Белый	Октябрь 2022 г.	Китай	178.5 г	6.4 ''	AMOLED		256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	16 Mpix	Два модуля (50 + 2 Mpix)
Смартфон realme 12 5G 8/256GB Green RU	20 999		5.0	8	realme	Зеленый	Май 2024 г.	Китай	191 г	6.72 ''	IPS	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Dimensity 6100+ 2.20 ГГц	8 Mpix	Два модуля (108 + 2 Mpix)
Смартфон TECNO Pova 5 8/128GB Синий RU	14 499	17 990	4.9	10	TECNO	Синий	Июль 2023 г.	Китай	210 г	6.8 ''	IPS	120 Гц	128 ГБ	8 ГБ	6000	8-ядерный MediaTek Helio G99 2.20 ГГц	8 Mpix	Два модуля (50 + 2 Mpix)
Смартфон HONOR X5 Plus 64GB Искрящийся зеленый RU	12 999	14 999			HONOR	Светло-зеленый	Сентябрь 2023 г.	Китай	188 г	6.5 ''	TFT LCD		64 ГБ	4 ГБ	5200	8-ядерный MediaTek Helio G36 2.20 ГГц	5 Mpix	Два модуля (50 + 2 Mpix)
Смартфон TECNO Spark 20C 4/256GB Gold RU	11 999	13 490	5.0	2	TECNO	Зеленый	Декабрь 2023 г.	Китай	189 г	6.56 ''	IPS	90 Гц	256 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G36 2.20 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон HONOR X7a 128GB Полночный черный EAC	9 499		5.0	2	HONOR	Черный	Март 2023 г.	Китай	196 г	6.74 ''	LCD		128 ГБ	4 ГБ	5330	8-ядерный MediaTek 6765H 2.30 ГГц	8 Mpix	Четыре модуля (50 + 5 + 2 + 2 Mpix)
Смартфон Samsung Galaxy A25 8/256GB Голубой EAC	28 999				Samsung	Голубой	Январь 2024 г.		197 г	6.5 ''	Super AMOLED	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный Exynos Exynos 1280 2.40 ГГц	13 Mpix	Три модуля (50 + 8 + 2 Mpix)
Смартфон TECNO Pova 6 12/256GB Interstellar Blue RU	22 499	26 990	5.0	2	TECNO	Синий	Март 2024 г.	Китай	195 г	6.8 ''	Full HD Plus AMOLED	120 Гц	256 ГБ	12 ГБ	6000	8-ядерный MediaTek MediaTek G99 Ultimate 2.40 ГГц	Два модуля (32 Mpix)	108 Mpix
Смартфон HONOR 200 Lite 8/256GB Мерцающий голубой EAC	24 999	26 999			HONOR	Голубой	Июнь 2024 г.	Китай	166 г	6.7 ''	AMOLED	90 Гц	256 ГБ	8 ГБ	4500	8-ядерный MediaTek Dimensity 6080 2.40 ГГц	50 Mpix	Три модуля (108 + 5 + 2 Mpix)
Смартфон TECNO Spark 20 Pro+ 8/256GB Зеленый  RU	20 999	23 999	5.0	1	TECNO	Зеленый	Февраль 2024 г.	Китай	206 г	6.8 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 Ultimate 2.00 ГГц	32 Mpix	Три модуля (108 + 2 + 0.08 Mpix)
Смартфон Infinix Note 30 Pro 8/256 GB Золотой RU	21 999	23 999	4.4	7	Infinix	Золотистый	Июль 2023 г.	Китай	203 г	6.67 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	32 Mpix	Три модуля (108 + 2 + 2 Mpix)
Смартфон Xiaomi Redmi 13C 128GB Черный RU	10 999	11 999	3.0	1	Xiaomi	Черный	Декабрь 2023 г.	Китай	192 г	6.74 ''	IPS	90 Гц	128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	8 Mpix	Два модуля (50 + 2 Mpix + 3D ToF)
Смартфон TECNO Spark 20C 8/128GB Черный RU	10 999	12 990	5.0	2	TECNO	Зеленый	Декабрь 2023 г.	Китай	189 г	6.56 ''	IPS	90 Гц	128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G36 2.20 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Itel A70 4/256GB Green RU	8 499		5.0	1	Itel	Зеленый	Февраль 2024 г.	Китай	195 г	6.6 ''	IPS		256 ГБ	4 ГБ	5000	8-ядерный Unisoc T603 1.60 ГГц	8 Mpix	Два модуля (13 + 0.08 Mpix)
Смартфон TECNO Camon 20 Premier 5G 512GB Черный небосвод RU	32 999	39 999	5.0	6	TECNO	Черный	Июнь 2023 г.	Китай	205 г	6.7 ''	AMOLED		512 ГБ	8 ГБ	5000	8-ядерный MediaTek Dimensity 8050 3.00 ГГц	32 Mpix	Три модуля (108 + 50 + 2 Mpix)
Смартфон Samsung Galaxy A55 8/256GB Желтый EAC	42 999	45 999	4.5	2	Samsung	Желтый	Март 2024 г.		213 г	6.6 ''	Super AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный Samsung Exynos 1480 2.40 ГГц	32 Mpix	Три модуля (50 + 12 + 5 Mpix)
Смартфон Samsung Galaxy A25 8/256GB Темно-синий EAC	28 999				Samsung	Черный	Июнь 2023 г.		197 г	6.5 ''	Super AMOLED	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный Exynos Exynos 1280 2.40 ГГц	13 Mpix	Три модуля (50 + 8 + 2 Mpix)
Смартфон realme C55 256GB Зеленый RU	13 999		5.0	54	realme	Зеленый	Апрель 2023 г.	Китай	189.5 г	6.72 ''	Full HD IPS		256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8 Mpix	Два модуля (64 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 Pro 12GB/512GB Midnight Black RU	33 999	34 999			Xiaomi	Черный	Январь 2024 г.	Китай	187 г	6.67 ''	AMOLED	120 Гц	512 ГБ	12 ГБ	5000	8-ядерный MediaTek Helio G99 Ultra 2.20 ГГц	16 Mpix	Три модуля (200 + 8 + 2 Mpix)
